,placekey,location_name,top_category,naics_code,poi_cbg
281,22b-223@628-phz-3bk,Clear Vision Optical,Offices of Other Health Practitioners,621320,421010289011.0
282,22d-222@628-pm7-pgk,Buster's Barber Shop,Personal Care Services,81211,421010020002.0
283,22f-222@628-pg4-f4v,Sun's Discount Center,Building Material and Supplies Dealers,4441,421010241001.0
284,22g-222@628-pnz-xwk,Universal Life Church,Religious Organizations,813110,421010379002.0
285,22g-222@63s-dw2-j5f,Cutting Edge Hair Salon,Personal Care Services,81211,421010100004.0
286,22h-222@628-ph6-rp9,Millennium Baptist Church Inc,Religious Organizations,813110,421010119003.0
287,22h-222@628-pmf-k4v,Rogue's Gallery,Restaurants and Other Eating Places,722511,421010004011.0
288,22h-222@63s-dvr-87q,United People Church Of God In Christ,Religious Organizations,813110,421010064001.0
289,22j-223@628-pmf-jd9,,,0,421010007002.0
290,22k-222@628-phd-h3q,Krispy Krunchy Chicken,Restaurants and Other Eating Places,722513,421010121001.0
291,22m-222@628-ph6-6zf,June's Restaurant,Restaurants and Other Eating Places,722511,421010114006.0
292,22p-222@628-pmf-ffz,Resurrection Ale House,Restaurants and Other Eating Places,722511,421010013004.0
293,22p-223@628-pmb-fpv,Ateethi Locust,Restaurants and Other Eating Places,722511,421010009022.0
294,22r-222@628-p7v-nnq,Tano's Deli,Restaurants and Other Eating Places,722513,421010338005.0
295,22s-222@628-pmb-dsq,Cars & Cigars,Other Miscellaneous Store Retailers,453991,421010018002.0
296,22t-222@628-p8n-92k,Bamboo Bar,Drinking Places (Alcoholic Beverages),722410,421010318001.0
297,22t-222@628-pmd-vzz,Salon Bass,Personal Care Services,81211,421010012013.0
298,22w-222@628-pm4-gc5,Pain Management & MRI Philadelphia,Medical and Diagnostic Laboratories,6215,421010030012.0
299,22w-223@628-pgh-cbk,Temple University Dental Faculty Practice,Offices of Other Health Practitioners,621399,421010200002.0
300,22y-225@628-pmb-6x5,Jay's Favorite Sushi Bar,Restaurants and Other Eating Places,722513,421010007002.0
301,235-223@628-pm9-v2k,NovaCare Rehabilitation,Specialty (except Psychiatric and Substance Abuse) Hospitals,622310,421010009021.0
302,236-222@628-pfy-f4v,WorldWide Beverage,"Beer, Wine, and Liquor Stores",445310,421010212001.0
303,23c-222@628-pg8-fcq,DuPree Funeral Home Inc,Death Care Services,812210,421010151023.0
304,23d-223@628-p82-8sq,,,0,421010390002.0
305,23h-222@628-pmb-ghq,Almeidas Floral Designs,Florists,453110,421010011013.0
306,23r-223@628-pj6-hkf,Total Care Chiropractic & Rehab PC,Offices of Other Health Practitioners,621310,421010274024.0
307,23z-222@628-pm9-hwk,Scirrotto General Contractors,Building Finishing Contractors,2383,421010039024.0
308,245-222@628-pmb-49z,Blackbird Pizzeria,Restaurants and Other Eating Places,722511,421010010012.0
309,24j-222@628-pm3-vxq,Lucky 13 Pub,Restaurants and Other Eating Places,722511,421010029001.0
310,24q-222@628-pnx-dsq,Loco Pez,Restaurants and Other Eating Places,722513,421010160002.0
311,24s-222@628-pmb-fxq,Tea Bowl Shop,Restaurants and Other Eating Places,722515,421010010012.0
312,zzw-222@628-p8d-7yv,Mujtab Islamic Society,Religious Organizations,813110,421010294003.0
313,zzw-222@628-pfy-j5f,Popeyes Louisiana Kitchen,Restaurants and Other Eating Places,722513,421010216002.0
314,zzw-222@628-pg3-v9f,To God Be The Glory Broadcast,Religious Organizations,813110,421010246003.0
315,zzw-222@628-pg9-g49,Lord House Of Praise Inc,Religious Organizations,813110,421010169023.0
316,zzw-222@628-pgb-3h5,Boston Chicken,Restaurants and Other Eating Places,722511,421010003001.0
317,zzw-222@628-pgh-vj9,Owl's Nest Pizza,Restaurants and Other Eating Places,722511,421010153001.0
318,zzw-222@628-pm3-vcq,The Dolphin Tavern,Drinking Places (Alcoholic Beverages),722410,421010029002.0
319,zzw-222@628-pm5-yjv,Procacci Brothers,Grocery Stores,445110,421019807001.0
320,zzw-222@628-pm7-j7q,South Philly Dinette,Home Furnishings Stores,4422,421010032004.0
321,zzw-222@628-pm8-f2k,Riggins,Gasoline Stations,447110,421010038002.0
322,zzw-222@628-pm9-vvf,Wyndham,Traveler Accommodation,721110,421010001001.0
323,zzw-222@628-pmb-bkz,Acme Markets,Grocery Stores,445110,421010011021.0
324,zzw-222@628-pmb-d5f,Walgreens,Health and Personal Care Stores,446110,421010015002.0
325,zzw-222@628-pp2-nt9,Lun's Asia Chef,Restaurants and Other Eating Places,722511,421010382001.0
326,zzw-222@63s-dw8-4d9,Planet Fitness,Other Amusement and Recreation Industries,713940,421010056001.0
327,zzw-223@628-p7b-cwk,Brick House Pizza & Restaurant,Restaurants and Other Eating Places,722511,421010348032.0
328,zzw-223@628-p83-jjv,Lafayette Redeemer The,Nursing Care Facilities (Skilled Nursing Facilities),623110,421010342002.0
329,zzw-223@628-pgg-9xq,Boss Furniture,Furniture Stores,442110,421010171003.0
330,zzw-223@628-pm5-q2k,Goodwill Industries,Used Merchandise Stores,453310,421010372004.0
331,zzw-223@628-pm6-z75,Bank of America,Depository Credit Intermediation,522110,421010038002.0
332,zzw-223@628-pnx-7yv,Koi,Restaurants and Other Eating Places,722511,421010367001.0
333,zzw-225@628-pg8-f75,Christ Lutheran Church,Religious Organizations,813110,421010151023.0
334,zzw-225@628-pgf-6zf,DTR/VILLA,Clothing Stores,448140,421010106002.0
335,zzw-225@63s-dvy-nwk,Pod,Restaurants and Other Eating Places,722511,421010369001.0
336,zzw-225@63s-dw9-4y9,Vino Volo,Drinking Places (Alcoholic Beverages),722410,421019804001.0
337,zzw-226@628-pm4-m49,Red Lounge,Drinking Places (Alcoholic Beverages),722410,421010024005.0
338,zzw-229@628-p9p-qj9,Empire Szechuan,Restaurants and Other Eating Places,722511,421010356012.0
339,zzw-22m@628-pm9-y9z,NEBU Philly Vape & Smoke,Other Miscellaneous Store Retailers,453991,421010010021.0
340,zzy-222@628-pj8-qj9,Mama Smoothies,Restaurants and Other Eating Places,722515,421010390001.0
341,zzy-222@628-pm8-9s5,Social Security,Administration of Human Resource Programs,9231,421010373001.0
342,zzy-222@628-pmd-y35,St Charles Borromeo Church,Religious Organizations,813110,421010019002.0
343,zzy-222@63s-dvy-d35,Mt Zion Baptist Church,Religious Organizations,813110,421010074003.0
344,222-222@628-p84-p5f,Wesley Enhanced Living Pennypack Park,Nursing Care Facilities (Skilled Nursing Facilities),623110,421010333001.0
345,222-222@628-p89-jjv,Edge Magazine Distribution,Book Stores and News Dealers,451211,421010381001.0
346,222-223@628-pgh-h5z,HNT Chicken,Restaurants and Other Eating Places,722513,421010170002.0
347,223-222@628-p7v-f2k,Metro Care Pharmacy Inc,Health and Personal Care Stores,446110,421010314011.0
348,224-222@628-pp5-f2k,New Eli,Restaurants and Other Eating Places,722511,421010177011.0
349,224-222@63s-dvy-pjv,Pattaya,Restaurants and Other Eating Places,722511,421010088022.0
350,224-222@63s-dwf-qs5,Rite Aid,Health and Personal Care Stores,446110,421010055001.0
351,224-233@628-pmf-mx5,Vehicles For Veterans,Printing and Related Support Activities,3231,421010004022.0
352,225-222@628-p7v-f9f,Dimension Latin Grill,Restaurants and Other Eating Places,722511,421010335002.0
353,225-222@628-pj5-bzf,Professional Auto Repair,Automotive Repair and Maintenance,8111,421010383001.0
354,225-223@628-pmf-jjv,Just Salad,Restaurants and Other Eating Places,722511,421010004022.0
355,227-222@628-pgj-7bk,House of Prayer,Religious Organizations,813110,421010152002.0
356,227-222@628-php-xdv,Kidz 1st Stepz,Child Day Care Services,624410,421010277003.0
357,227-222@63s-dvw-k2k,El Toro Pizza and Grill,Restaurants and Other Eating Places,722511,421010085003.0
358,228-222@628-pj3-wzf,Bravo Pizza II,Restaurants and Other Eating Places,722511,421010282001.0
359,228-222@628-pj6-w8v,Van Kirk Street Deli,Restaurants and Other Eating Places,722513,421010305022.0
360,229-222@628-p8d-w6k,Scribbles & Giggles Learning Ctr Llc,Child Day Care Services,624410,421010299003.0
361,229-222@628-p9q-xbk,Philadelphia Credit Restoration,Activities Related to Credit Intermediation,522390,421010355003.0
362,229-222@628-pm7-rx5,Working Class Cycles,Automotive Repair and Maintenance,8111,421010036001.0
363,22b-222@628-pmf-pvz,Pumpkin,Restaurants and Other Eating Places,722511,421010012022.0
364,22b-223@628-pfy-5xq,Appel Orthodontics,Offices of Dentists,621210,421010217003.0
365,22c-222@628-pgg-bc5,Cricket Wireless,Wired and Wireless Telecommunications Carriers,517312,421010172011.0
366,22c-222@63s-dvw-wx5,Hair Diaries,Personal Care Services,81211,421010084004.0
367,22f-222@628-pmf-jsq,Movemakers Philly,Other Amusement and Recreation Industries,713940,421010007001.0
368,22f-223@628-pm4-m8v,Moctezuma Restaurant,Restaurants and Other Eating Places,722511,421010024003.0
369,22g-222@628-p7v-gkz,4 Every Occasion Cakes & Cupcakes,Bakeries and Tortilla Manufacturing,311811,421010335003.0
370,22g-222@628-p8m-snq,Station Beauty Supply,Health and Personal Care Stores,446120,421010300004.0
371,22h-222@628-pp4-yd9,American Cash & Carry Wholesale,Grocery Stores,445110,421010163004.0
372,22j-222@628-pgj-s89,Mercedes Grocery Store,Grocery Stores,445110,421010377002.0
373,22j-222@628-pnx-66k,DiningIn,Specialty Food Stores,445299,421010367002.0
374,22m-222@628-pmb-v75,Spasso Italian Grill,Restaurants and Other Eating Places,722511,421010001001.0
375,22n-222@628-pg4-b49,Missionary Church Of Philadelphia Inc,Religious Organizations,813110,421010252002.0
376,22n-222@628-pmf-jjv,SK Pastrami & Things,Restaurants and Other Eating Places,722513,421010004022.0
377,22n-222@628-pp4-v9f,UrbanSawn,Home Furnishings Stores,4422,421010160004.0
378,22n-222@63s-dvy-wrk,Lulu Cafe,Restaurants and Other Eating Places,722515,421010086012.0
379,22q-222@63s-dw2-7t9,Faulk's Footies Rolls,Child Day Care Services,624410,421010096003.0
380,22w-222@628-pj4-qj9,Peralta Beer Distributor,"Beer, Wine, and Liquor Stores",445310,421010199002.0
381,22x-222@628-pgd-w49,First United Baptist Church,Religious Organizations,813110,421010108003.0
382,22x-222@628-pgf-yn5,Golden Dragon,Restaurants and Other Eating Places,722511,421010110003.0
383,22y-222@628-p85-c89,Mscichowski J Dr,Offices of Physicians,621111,421010333001.0
384,22y-222@628-pp5-rrk,B Spec Autosports,Automotive Repair and Maintenance,8111,421010177024.0
385,232-223@628-pm4-vxq,Controla Dance Academy,Other Amusement and Recreation Industries,713940,421010028013.0
386,233-222@628-pg2-zvf,Maloumian Oriental Rugs,Home Furnishings Stores,4422,421010388003.0
387,235-224@628-pmd-vfz,Rocky's Crystals & Minerals Rittenhouse Square,Grocery Stores,445110,421010007003.0
388,238-222@628-pg8-hqz,Morris Robert Sch,Elementary and Secondary Schools,611110,421010138002.0
389,239-222@628-pj9-j7q,Cityscape Technologies,Electronic and Precision Equipment Repair and Maintenance,811211,421010278004.0
390,23b-222@628-pj4-tn5,Lamboy Inc,Furniture Stores,442110,421010175002.0
391,23m-222@628-pmd-rzf,Nichiren Shoshu Academy Pennsylvania Chapter,Religious Organizations,813110,421010012011.0
392,23s-222@628-pmf-j35,18th Street Apothecary,Health and Personal Care Stores,446110,421010007002.0
393,23v-222@63s-dw2-btv,Speed Wireless,Wired and Wireless Telecommunications Carriers,517312,421010083022.0
394,23x-223@628-pm9-tn5,Luigi's Pizzaria,Restaurants and Other Eating Places,722511,421010006001.0
395,25d-222@628-pm4-575,Nigiyaka Na,Restaurants and Other Eating Places,722511,421010041014.0
396,zzw-222@628-p85-7wk,Primal Nutrition,Health and Personal Care Stores,446191,421010334001.0
397,zzw-222@628-phd-pn5,Millennium Pharmacy Systems,Health and Personal Care Stores,446110,421010122042.0
398,zzw-222@628-phy-99f,Greenmount Cemetery,Death Care Services,812220,421010383001.0
399,zzw-222@628-phy-qpv,AutoZone,"Automotive Parts, Accessories, and Tire Stores",441310,421010197004.0
400,zzw-222@628-pm6-sdv,New Birth Praise And Worship Christian Church Inc,Religious Organizations,813110,421010036001.0
401,zzw-222@628-pmb-cdv,Palumbo Recreation Center,Other Amusement and Recreation Industries,713990,421010015002.0
402,zzw-222@628-pmb-mtv,Ben Franklin Yacht,Scenic and Sightseeing Transportation,487,421010366001.0
403,zzw-222@628-pmc-wrk,Show & Tel,Drinking Places (Alcoholic Beverages),722410,421019807001.0
404,zzw-222@628-pmf-dd9,Rest On Clouds,Home Furnishings Stores,4422,421010033002.0
405,zzw-223@628-p75-k9f,Millennium Pharmacy System,Health and Personal Care Stores,446110,421010347023.0
406,zzw-223@628-ph5-rhq,Rite Aid,Health and Personal Care Stores,446110,421010114006.0
407,zzw-223@628-pj9-6zf,Smarty Arts Child Care Llc,Child Day Care Services,624410,421010276003.0
408,zzw-223@628-pjg-26k,Thai Kuu,Restaurants and Other Eating Places,722511,421010387002.0
409,zzw-223@628-pmb-7t9,Wawa,Grocery Stores,445120,421010009012.0
410,zzw-223@628-pmc-wkz,Snyder Plaza,Lessors of Real Estate,531120,421019807001.0
411,zzw-225@628-pnw-ndv,Front Street Cafe,Restaurants and Other Eating Places,722511,421010144002.0
412,zzw-227@628-pm9-y9z,Mashwa,Restaurants and Other Eating Places,722511,421010010021.0
413,zzw-228@628-pmb-7bk,VIP Market,"Beer, Wine, and Liquor Stores",445310,421010009012.0
414,zzw-229@628-p9q-ht9,Bubbakoo's Burritos,Restaurants and Other Eating Places,722511,421010346001.0
415,zzy-222@628-pgh-h5z,Dunkin',Restaurants and Other Eating Places,722515,421010170002.0
416,zzy-222@628-pgj-x3q,Nia'z Chicken & Waffles,Restaurants and Other Eating Places,722515,421010174002.0
417,zzy-222@628-pjb-6zf,Free Library of Phila,Other Information Services,519120,421010276004.0
418,zzy-222@628-pp4-z4v,Mt Sinai Tabernacle Baptist Church,Religious Organizations,813110,421010163003.0
419,zzy-224@628-pmb-5pv,Wawa,Grocery Stores,445120,421010005001.0
420,zzz-222@628-p79-9s5,Glen Foerd,"Museums, Historical Sites, and Similar Institutions",712190,421010351002.0
421,zzz-222@628-pgx-skf,Schuylkill Center For Environmental Education,"Museums, Historical Sites, and Similar Institutions",712190,421010220001.0
422,zzz-222@628-php-btv,Dorothy Emanuel Recreation And Teen Center,"Museums, Historical Sites, and Similar Institutions",712190,421010259005.0
423,zzz-222@63s-dvr-d7q,Connell Park,"Museums, Historical Sites, and Similar Institutions",712190,421010067004.0
424,222-222@628-pgb-vs5,Kim's Wholesale,Other Miscellaneous Store Retailers,453991,421010131001.0
425,222-222@628-pmf-y5f,Fed Choice Credit union,Depository Credit Intermediation,522130,421010369003.0
426,222-222@628-pp2-nt9,Mattress Firm,Furniture Stores,442110,421010382001.0
427,222-223@628-p7x-5vf,New Kin Chinese Restaurant,Restaurants and Other Eating Places,722511,421010314012.0
428,222-223@628-pgh-h89,Fresenius Kidney Care,Outpatient Care Centers,621492,421010170002.0
429,223-222@628-pfw-nkf,Queen Lane Montessori School,Elementary and Secondary Schools,611110,421010240004.0
430,223-223@628-p9t-kmk,It Figures,Other Amusement and Recreation Industries,713940,421010364001.0
431,223-224@628-pj9-73q,Shoppes At Champlost,Lessors of Real Estate,531120,421010278004.0
432,224-222@628-pfx-s89,AAAA Hubcap Heaven,Automotive Repair and Maintenance,8111,421010216002.0
433,224-223@628-p9w-7bk,Laser Skin Beautiful,Personal Care Services,81211,421010358001.0
434,224-223@628-pgb-grk,Allegro Coffee Bar,Restaurants and Other Eating Places,722515,421010125002.0
435,225-222@628-ph5-t35,Siddah Yoga Dham Philadelphia Inc,Religious Organizations,813110,421010118005.0
436,226-222@628-pjb-45f,International Christian Missionary Action Of Philadelphia,Religious Organizations,813110,421010274023.0
437,226-222@63s-dvq-5cq,New Beginning In Christ Deliverance Ministry,Religious Organizations,813110,421010081011.0
438,22b-222@628-pgj-d7q,City View Pizza,Restaurants and Other Eating Places,722511,421010147002.0
439,22b-222@628-pm9-wp9,TD Bank,Depository Credit Intermediation,522110,421010001001.0
440,22d-222@628-pmb-73q,The Capital Grille,Restaurants and Other Eating Places,722511,421010006001.0
441,22f-222@628-pgm-68v,Shan Chuan,Restaurants and Other Eating Places,722511,421010207004.0
442,22g-222@628-pmb-nt9,Painted Bride Art Center,"Promoters of Performing Arts, Sports, and Similar Events",711310,421010001002.0
443,22g-222@628-pp4-tn5,The Fresh Works,Restaurants and Other Eating Places,722513,421010378003.0
444,22g-223@628-pg9-xt9,Greater Exodus Baptist Church,Religious Organizations,813110,421010133002.0
445,22j-222@628-pj5-td9,China Wok,Restaurants and Other Eating Places,722511,421010197002.0
446,22m-222@628-pm9-zmk,The Good King Tavern,Restaurants and Other Eating Places,722511,421010015001.0
447,22r-223@628-pmb-ce5,Kalaya Thai Kitchen,Restaurants and Other Eating Places,722511,421010018002.0
448,22s-222@628-p77-skf,Designergemz,"Jewelry, Luggage, and Leather Goods Stores",448310,421010353011.0
449,22s-222@628-p8m-yjv,Lock's Philadelphia Gun Exchange,"Sporting Goods, Hobby, and Musical Instrument Stores",451120,421010316006.0
450,22s-222@628-pp5-835,Igelisa De Dios,Religious Organizations,813110,421010163004.0
451,22t-222@628-p9r-mrk,Jewelry Art,"Jewelry, Luggage, and Leather Goods Stores",448310,421010355003.0
452,22y-222@628-pm9-t7q,Vantage EyeCare,Offices of Other Health Practitioners,621320,421010006001.0
453,22z-222@628-pm4-jsq,Center City Pretzel Co Inc,Other Miscellaneous Manufacturing,3399,421010024004.0
454,234-222@628-pfz-bx5,Fleur,Florists,453110,421010210004.0
455,234-222@63s-dvq-dvz,Third Auto Sales Inc,Automobile Dealers,441120,421010072002.0
456,235-222@628-pm3-st9,Ristorante Mamma Maria's,Restaurants and Other Eating Places,722511,421010028024.0
457,23h-222@628-pg4-mrk,House Of Judah Of Philadelphia Inc,Religious Organizations,813110,421010247002.0
458,23m-222@628-p8h-x3q,Puff Spot,Restaurants and Other Eating Places,722511,421010330005.0
459,23r-222@628-pp5-94v,Iris Market,Grocery Stores,445110,421010178004.0
460,23t-222@628-pj9-9j9,Catholic Daughters Of The Americas,Religious Organizations,813110,421010282003.0
